switch_mrid,name,type,is_tie,tie_class,tie_type,tie_type_label,container_count,container_ids,normal_container_ids,current_container_ids,lv_parent_container_ids,mv_container_count,mv_container_ids,lv_circuit_count,lv_circuit_ids,normal_lv_circuit_ids,current_lv_circuit_ids,observed_container_ids,observed_container_count,terminal_count,is_open,is_normally_open,include_lv_mode,scope_mode,scope_label,generated_at_utc
222234317,LV ISOLS PO-2310961 OPP 265 HUNTINGDALE RD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,OAK21|OAK23,,,,0,,0,,,,OAK21|OAK23,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
222928944,LV ISOLS PO-2319181 HOBART RD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,EM1|EM10,,,,0,,0,,,,EM1|EM10,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
223142880,223142880,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,DMA14|DMA24,DMA14|DMA24,DMA14|DMA24,,2,DMA14|DMA24,0,,,,DMA14|DMA24,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
223142909,223142909,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,DN21|DN22,DN21|DN22,DN21|DN22,,2,DN21|DN22,0,,,,DN21|DN22,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
223362904,LV ISOL PO-7064829 OS 460 BLACKBURN ROAD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,DC2|DC3,,,,0,,0,,,,DC2|DC3,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
223363468,LV BRIDGES PO-1109719 OPP 88 HODGINS RD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,HGS21|HGS23,,,,0,,0,,,,HGS21|HGS23,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
223786031,LV ISOLS PO-8804143 OS 15 CLEEK AVE,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,OE4|OR23,,,,0,,0,,,,OE4|OR23,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
223991046,LV ISOLS PO-1824689 OS 1-7 BARRY ST,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,M22|M35,,,,0,,0,,,,M22|M35,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
223991118,LV ISOLS PO-1809159 OS 45 COMO PDE EAST,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,M25|M35,,,,0,,0,,,,M25|M35,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
224219662,LV ISOL PO-2331944 OS 27 MIDLOTHIAN STREET,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,EM2|OAK24,,,,0,,0,,,,EM2|OAK24,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
224233043,224233043,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,BH22|EB24,BH22|EB24,BH22|EB24,,2,BH22|EB24,0,,,,BH22|EB24,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
224234134,224234134,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,FSH13|FSH31,FSH13|FSH31,FSH13|FSH31,,2,FSH13|FSH31,0,,,,FSH13|FSH31,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
224654878,LV ISOL PO-2317587 OS 2A BENGHAZI AVENUE,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,BW35|EM7,,,,0,,0,,,,BW35|EM7,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
224657250,224657250,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,LD4|LD7,LD4|LD7,LD4|LD7,,2,LD4|LD7,0,,,,LD4|LD7,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
224890925,LV ISOLS PO-1803987 OS 9 WILLANSBY AVE,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,NB23|NB33,,,,0,,0,,,,NB23|NB33,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
225527031,LV ISOL PO-2319177 OS 12 SYDNEY STREET,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,EM1|EM10,,,,0,,0,,,,EM1|EM10,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
225529513,225529513,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,M25|M35,M25|M35,M25|M35,,2,M25|M35,0,,,,M25|M35,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
225531954,225531954,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,FTN25|LWN21,FTN25|LWN21,FTN25|LWN21,,2,FTN25|LWN21,0,,,,FTN25|LWN21,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
226443371,LV ISOLS PO-3441376 OS 1153 GLEN HUNTLY RD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,CFD15|CFD24,,,,0,,0,,,,CFD15|CFD24,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
226443957,LV ISOLS PO-2307461 OPP 506 NEW ST,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,EW14|NB32,,,,0,,0,,,,EW14|NB32,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
226443979,LV ISOLS PO-1804765 OS 23 CANBERRA GR,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,MR21|NB36,,,,0,,0,,,,MR21|NB36,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
226677132,LV ISOLS PO-1824710 OS 203 COMO PDE EAST,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,M25|MC23,,,,0,,0,,,,M25|MC23,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
226678715,LV ISOLS PO-0621290 OS 687 HEATHERTON RD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,SS13|SS14,,,,0,,0,,,,SS13|SS14,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
226679876,LV ISOLS PO-0625898 OS 62 GOVE ST,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,SV32|SVW55,,,,0,,0,,,,SV32|SVW55,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
226883262,LV ISOL PO-1819355 OS 321 BLUFF ROAD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,SR25|SR34,,,,0,,0,,,,SR25|SR34,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
226888557,LV ISOL PO-1818982 OS 4 BARNET ST,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,SR25|SR31,,,,0,,0,,,,SR25|SR31,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
226888567,LV ISOL PO-1818944 OS 19 ROSE ST,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,CM22|SR31,,,,0,,0,,,,CM22|SR31,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
227122941,LV ISOLS PO-1809696 UG CCT OS 86 COMO PDE WEST,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,M22|M35,,,,0,,0,,,,M22|M35,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
227124208,LV BRIDGE PO-1805262 IN ALLEE ST OS 36 MIDDLE CRES,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,NB24|NB33,,,,0,,0,,,,NB24|NB33,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
227332464,227332464,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,FTN13|FTN25,FTN13|FTN25,FTN13|FTN25,,2,FTN13|FTN25,0,,,,FTN13|FTN25,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
227545259,LV ISOLS PO-1819849 OS 19 CARRINGTON ST,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,MR11|MR24,,,,0,,0,,,,MR11|MR24,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
227545632,LV ISOLS PO-0637613 OS 181 CARINISH RD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,SV16|SV34,,,,0,,0,,,,SV16|SV34,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
227546576,LV ISOL PO-2307320 OS FLAT 1 467 KOOYONG ROAD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,EL31|NB21,,,,0,,0,,,,EL31|NB21,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
227547627,LV ISOLS PO-0613317 UG CCT TO WAVERLEY N635 BOGONG,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,GW3|GW4,,,,0,,0,,,,GW3|GW4,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
227768881,LV ISOL PO-2305417 OS 4 BROADWAY,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,EW1|EW12,,,,0,,0,,,,EW1|EW12,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
227769779,LV ISOLS PO-1808917 C/T TO COMO WARRIGAL,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,M25|M35,,,,0,,0,,,,M25|M35,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
227769979,LV ISOLS PO-9884860 OS 150 COMO PDE WEST (NORTH CCT),switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,M25|M35,,,,0,,0,,,,M25|M35,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
228214418,LV ISOLS PO-3306472 OS 360 MCCLELLAND DR,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,LWN33|LWN35,,,,0,,0,,,,LWN33|LWN35,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
228214440,LV F/ISOL PO-3319577 OS UNIT 3 117 MCCLELLAND DRIVE,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,LWN21|LWN35,,,,0,,0,,,,LWN21|LWN35,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
228641972,LV ISOLS PO-1304333 OS 33 ALLAN STREET,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,STO14|STO21,,,,0,,0,,,,STO14|STO21,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
228641986,LV ISOL PO-0625967 IN HERBERT ST OS UNIT 1 11A ROSS ST,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,DN11|LD7,,,,0,,0,,,,DN11|LD7,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
228644347,LV ISOLS PO-1816055 OS 105-117 ROWANS RD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,MR15|MR33,,,,0,,0,,,,MR15|MR33,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
228649671,228649671,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,CM11|CM25,CM11|CM25,CM11|CM25,,2,CM11|CM25,0,,,,CM11|CM25,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
228649721,228649721,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,GW1|GW2,GW1|GW2,GW1|GW2,,2,GW1|GW2,0,,,,GW1|GW2,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
228650892,228650892,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,RBD14|STO23,RBD14|STO23,RBD14|STO23,,2,RBD14|STO23,0,,,,RBD14|STO23,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
228650915,228650915,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,DMA24|MTN24,DMA24|MTN24,DMA24|MTN24,,2,DMA24|MTN24,0,,,,DMA24|MTN24,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
228652830,LV F/ISOLS PO-1814718 IN ALAMEDA ST OS 216 COMO PDE,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,M25|M35,,,,0,,0,,,,M25|M35,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
229070610,229070610,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,NP12|SS23,NP12|SS23,NP12|SS23,,2,NP12|SS23,0,,,,NP12|SS23,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
229082922,LV ISOL PO-8830069 IN KNIGHTS DR OS 997 HIGH STREET RD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,EB32|GW7,,,,0,,0,,,,EB32|GW7,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
229795592,LV ISOLS PO-2312746 OS 28 TECK ST,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,BW35|OAK23,,,,0,,0,,,,BW35|OAK23,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
229796628,229796628,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,EB11|EB21,EB11|EB21,EB11|EB21,,2,EB11|EB21,0,,,,EB11|EB21,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
230014854,230014854,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,BU24|WD36,BU24|WD36,BU24|WD36,,2,BU24|WD36,0,,,,BU24|WD36,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
230015454,ISOL 1307180 POINT NEPEAN,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,STO13|STO22,,,,0,,0,,,,STO13|STO22,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
231179063,231179063,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,CRM13|CRM23,CRM13|CRM23,CRM13|CRM23,,2,CRM13|CRM23,0,,,,CRM13|CRM23,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
231398569,LV ISOL PO-3309794 IN CENTENARY ST OS 25 CARRINGTON AVE,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,FTN12|FTN24,,,,0,,0,,,,FTN12|FTN24,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
231406619,LV ISOLS PO-1100809 OS 10/324 MAIN ST,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,MTN21|MTN23,,,,0,,0,,,,MTN21|MTN23,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
231407788,LV ISOLS PO-7025666 OS 22 DUFFY ST,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,BW22|BW23,,,,0,,0,,,,BW22|BW23,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
232522069,LV ISOL PO-3320467 OS 212 CRANBOURNE ROAD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,FSH22|LWN34,,,,0,,0,,,,FSH22|LWN34,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
232950473,LV ISOL PO-1822300 OS 318 SOUTH RD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,MR22|MR24,,,,0,,0,,,,MR22|MR24,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
232952436,232952436,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,DMA24|MTN24,DMA24|MTN24,DMA24|MTN24,,2,DMA24|MTN24,0,,,,DMA24|MTN24,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
232956006,232956006,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,FTN14|FTN21,FTN14|FTN21,FTN14|FTN21,,2,FTN14|FTN21,0,,,,FTN14|FTN21,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
232956092,232956092,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,GW12|MGE23,GW12|MGE23,GW12|MGE23,,2,GW12|MGE23,0,,,,GW12|MGE23,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
233041622,LV ISOLS PO-0607323 OS 10 VIEW MOUNT RD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,GW12|GW7,,,,0,,0,,,,GW12|GW7,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
233800669,233800669,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,NO33|SV15,NO33|SV15,NO33|SV15,,2,NO33|SV15,0,,,,NO33|SV15,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
233802212,233802212,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,HGS22|HGS33,HGS22|HGS33,HGS22|HGS33,,2,HGS22|HGS33,0,,,,HGS22|HGS33,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
233802884,LV SW @ PILLAR OS 2 FENTON STREET,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,MGE12|MGE32,,,,0,,0,,,,MGE12|MGE32,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
233802976,LV SW @ PILLAR OS 2 BANKSIDE BOULEVARD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,MGE12|MGE32,,,,0,,0,,,,MGE12|MGE32,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
234434508,LV ISOLS PO-0633422 OS 364 CHELTENHAM RD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,KBH34|NP34,,,,0,,0,,,,KBH34|NP34,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
234438559,LV ISOLS PO-8803871 OS 72-76 PORTMAN ST (UG CCT),switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,OAK22|OE14,,,,0,,0,,,,OAK22|OE14,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
234660498,234660498,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,MC12|MC21,MC12|MC21,MC12|MC21,,2,MC12|MC21,0,,,,MC12|MC21,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
234870678,LV ISOLS PO-3519132 OS 1351-1363 NORTH ROAD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,OE10|OE2,,,,0,,0,,,,OE10|OE2,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
235295714,LV ISOL PO-2306614 OS 208 HOTHAM STREET,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,EL34|EW8,,,,0,,0,,,,EL34|EW8,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
235533976,235533976,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,FSH13|FSH33,FSH13|FSH33,FSH13|FSH33,,2,FSH13|FSH33,0,,,,FSH13|FSH33,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
236173421,LV ISOLS PO-1819987 OS 199 BLUFF RD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,SR23|SR25,,,,0,,0,,,,SR23|SR25,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
236180554,236180554,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,MC12|MC21,MC12|MC21,MC12|MC21,,2,MC12|MC21,0,,,,MC12|MC21,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
236849734,236849734,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,BW21|BW35,BW21|BW35,BW21|BW35,,2,BW21|BW35,0,,,,BW21|BW35,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
237270678,LV ISOL PO-1803759 OS 37 HALIFAX STREET,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,NB25|NB35,,,,0,,0,,,,NB25|NB35,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
238089147,LV ISOLS PO-1807259 OS 19 CHAMPION ST,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,MR13|MR21,,,,0,,0,,,,MR13|MR21,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
238113008,LV ISOL PO-8803195 OS RO 1 PIYDENE CT,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,EM11|OAK23,,,,0,,0,,,,EM11|OAK23,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
238340225,LV ISOLS PO-2317827 OS 1255 DANDENONG RD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,EM1|EM10,,,,0,,0,,,,EM1|EM10,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
238340311,LV ISOLS PO-3308547 OPP 2 ROSELLA ST,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,FTN14|FTN21,,,,0,,0,,,,FTN14|FTN21,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
238344703,238344703,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,CRM15|CRM35,CRM15|CRM35,CRM15|CRM35,,2,CRM15|CRM35,0,,,,CRM15|CRM35,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
238351104,LV ISOLS PO-0612551 OS 17 STOCKDALE AVE,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,NO31|NO6,,,,0,,0,,,,NO31|NO6,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
238565324,LV ISOLS PO-1818965 OS 31 HAYNES ST,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,SR25|SR31,,,,0,,0,,,,SR25|SR31,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
239716379,LV ISOL PO-1805693 OS 735 NEPEAN HIGHWAY,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,BT21|MR31,,,,0,,0,,,,BT21|MR31,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
239970961,LV ISOLS PO-1812256 OS 283-295 BOUNDARY RD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,MC23|MC32,,,,0,,0,,,,MC23|MC32,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
240185210,LV ISOL PO-2320371 OS 15 QUINNS ROAD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,OR24|OR33,,,,0,,0,,,,OR24|OR33,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
240198258,LV ISOLS PO-3304083 OS 38 BERRY AVE,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,CRM23|CRM35,,,,0,,0,,,,CRM23|CRM35,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
240199959,LV ISOL PO-0616897 OS 25A OAK AVENUE,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,DN10|DN22,,,,0,,0,,,,DN10|DN22,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
241354176,LV ISOLS PO-0603949 OS 546-552 HIGH STREET RD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,EB12|GW8,,,,0,,0,,,,EB12|GW8,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
241391092,LV BRIDGES PO-1813744 OS 19 NANCY STREET,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,HT17|M34,,,,0,,0,,,,HT17|M34,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
241391276,LV ISOL PO-1819949 OS 9 COLLEGE GR,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,BR13|BR4,,,,0,,0,,,,BR13|BR4,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
241394815,241394815,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,BU15|BU24,BU15|BU24,BU15|BU24,,2,BU15|BU24,0,,,,BU15|BU24,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
241403990,LV ISOLS PO-3303442 OS 2 EBB ST,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,MC15|MC21,,,,0,,0,,,,MC15|MC21,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
241627518,LV ISOLS PO-9865401 OS 62 PORTMAN ST,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,OAK22|OE14,,,,0,,0,,,,OAK22|OE14,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
241634034,241634034,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,HT14|HT31,HT14|HT31,HT14|HT31,,2,HT14|HT31,0,,,,HT14|HT31,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
241639243,LV ISOL PO-1823164 OS BEACH ROAD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,SR21|SR34,,,,0,,0,,,,SR21|SR34,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
241642957,LV BRIDGES PO-0635595 OS 120 SPRINGVALE RD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,NP33|SV32,,,,0,,0,,,,NP33|SV32,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
241857004,LV F/ISOL PO-2302468 OS 8 CRADDOCK AVENUE,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,CFD23|EL33,,,,0,,0,,,,CFD23|EL33,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
242173534,LV ISOLS PO-2332836 OS 27 PAXTON ST,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,EM6|K21,,,,0,,0,,,,EM6|K21,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
242177227,242177227,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,HGS23|HGS32,HGS23|HGS32,HGS23|HGS32,,2,HGS23|HGS32,0,,,,HGS23|HGS32,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
242186450,LV ISOLS PO-9863773 OS 1202 RIVERSDALE RD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,BH21|BH31,,,,0,,0,,,,BH21|BH31,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
242186977,242186977,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,AR3|TK6,AR3|TK6,AR3|TK6,,2,AR3|TK6,0,,,,AR3|TK6,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
242187307,242187307,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,AR13|AR3,AR13|AR3,AR13|AR3,,2,AR13|AR3,0,,,,AR13|AR3,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
242628693,LV ISOL PO-1302200 OS 3 OCEAN RD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,STO14|STO23,,,,0,,0,,,,STO14|STO23,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
242629708,LV ISOL PO-0613734 OS 102 WELLINGTON ROAD,switch,true,feeder_tie,mv_mv_tie,MV↔MV ties,2,SVW41|SVW56,,,,0,,0,,,,SVW41|SVW56,2,2,true,true,true,full-network,full-network (feeders),2026-04-22T23:07:30Z
